"day","total_steps"
2020-07-28,1821
2020-07-29,2603
2020-07-30,7760
2020-07-31,4911
2020-08-01,6192
2020-08-02,6570
2020-08-03,1868
2020-08-04,831
2020-08-05,2569
2020-08-06,3036
2020-08-07,4858
2020-08-08,12232
2020-08-09,2337
2020-08-10,178
2020-08-11,2446
2020-08-12,2666
2020-08-13,1841
2020-08-14,11792
2020-08-15,19964
2020-08-16,20799
2020-08-17,5383
2020-08-18,735
2020-08-19,236
2020-08-20,291
2020-08-21,3614
2020-08-22,22186
2020-08-23,10957
2020-08-24,2660
2020-08-25,667
2020-08-26,1550
2020-08-27,17815
2020-08-28,17793
2020-08-29,4009
2020-08-30,9762
2020-08-31,3166
2020-09-01,6395
2020-09-02,205
2020-09-03,1801
2020-09-04,7725
2020-09-05,346
2020-09-06,409
2020-09-07,1802
2020-09-08,3005
2020-09-09,1330
2020-09-10,329
2020-09-11,1203
2020-09-12,807
2020-09-13,83
2020-09-14,2376
2020-09-15,2990
2020-09-16,751
2020-09-17,1668
2020-09-18,1278
2020-09-19,2386
2020-09-20,2201
2020-09-22,4729
2020-09-23,313
2020-09-24,1536
2020-09-25,1486
2020-09-26,458
2020-09-27,252
2020-09-28,1071
2020-09-29,5216
2020-09-30,2826
2020-10-01,434
2020-10-02,3218
2020-10-03,1418
2020-10-04,121
2020-10-05,68
2020-10-06,5261
2020-10-07,1788
2020-10-08,310
2020-10-09,974
2020-10-10,2126
2020-10-11,1021
2020-10-12,2403
2020-10-13,928
2020-10-14,5110
2020-10-15,567
2020-10-16,1586
2020-10-17,32
2020-10-18,3271
2020-10-19,1123
2020-10-20,5683
2020-10-21,305
2020-10-22,554
2020-10-23,409
2020-10-24,3788
2020-10-25,8028
2020-10-26,1572
2020-10-27,6891
2020-10-28,789
2020-10-29,73
2020-10-30,135
2020-10-31,1197
2020-11-01,152
2020-11-02,365
2020-11-03,7835
2020-11-04,1896
2020-11-05,2030
2020-11-06,715
2020-11-07,1375
2020-11-08,983
2020-11-09,5532
2020-11-10,5351
2020-11-11,999
2020-11-12,1281
2020-11-13,1424
2020-11-14,164
2020-11-15,1255
2020-11-16,2041
2020-11-17,7238
2020-11-18,448
2020-11-19,43
2020-11-20,85
2020-11-21,2371
2020-11-22,1450
2020-11-23,139
2020-11-24,7596
2020-11-25,79
2020-11-26,2554
2020-11-27,550
2020-11-28,138
2020-11-29,973
2020-11-30,1085
2020-12-01,2070
2020-12-02,161
2020-12-03,1700
2020-12-04,916
2020-12-05,1795
2020-12-06,2
2020-12-07,1129
2020-12-08,6682
2020-12-09,1812
2020-12-10,421
2020-12-11,2996
2020-12-12,1265
2020-12-13,927
2020-12-14,2291
2020-12-15,1001
2020-12-16,341
2020-12-17,75
2020-12-18,7815
2020-12-19,1206
2020-12-20,2949
2020-12-21,3022
2020-12-22,1381
2020-12-23,944
2020-12-24,4538
2020-12-25,1967
2020-12-26,366
2020-12-27,2353
2020-12-28,2196
2020-12-29,3470
2020-12-30,3278
2020-12-31,2283
2021-01-01,316
2021-01-02,2086
2021-01-03,1860
2021-01-04,14
2021-01-05,292
2021-01-06,502
2021-01-07,2937
2021-01-08,1387
2021-01-09,463
2021-01-10,535
2021-01-11,2778
2021-01-12,1761
2021-01-13,1570
2021-01-14,2531
2021-01-15,520
2021-01-16,99
2021-01-17,1989
2021-01-18,188
2021-01-19,1175
2021-01-20,1044
2021-01-21,219
2021-01-22,2640
2021-01-23,2368
2021-01-24,125
2021-01-25,229
2021-01-26,5132
2021-01-27,963
2021-01-28,728
2021-01-29,569
2021-01-30,379
2021-01-31,174
2021-02-01,33
2021-02-02,1480
2021-02-03,1686
2021-02-04,1079
2021-02-05,984
2021-02-06,82
2021-02-07,71
2021-02-08,66
2021-02-09,598
2021-02-10,747
2021-02-11,41
2021-02-12,116
2021-02-13,1388
2021-02-14,134
2021-02-15,47
2021-02-16,1088
2021-02-17,2189
2021-02-18,5193
2021-02-19,1858
2021-02-20,52
2021-02-21,119
2021-02-22,2252
2021-02-23,519
2021-02-24,222
2021-02-25,1396
2021-02-26,790
2021-02-27,241
2021-02-28,1842
2021-03-01,1146
2021-03-02,405
2021-03-03,1014
2021-03-04,1008
2021-03-05,2081
2021-03-06,203
2021-03-07,1538
2021-03-09,1392
2021-03-10,349
2021-03-11,158
2021-03-12,1827
2021-03-13,2532
2021-03-14,2192
2021-03-15,145
2021-03-16,1445
2021-03-17,245
2021-03-18,145
2021-03-19,1672
2021-03-20,4631
2021-03-21,5235
2021-03-22,5388
2021-03-23,1835
2021-03-24,162
2021-03-25,5684
2021-03-26,2660
2021-03-27,9449
2021-03-28,1386
2021-03-29,496
2021-03-30,1519
2021-03-31,59
2021-04-01,2072
2021-04-02,1062
2021-04-03,1539
2021-04-04,2636
2021-04-05,5549
2021-04-06,1853
2021-04-07,1011
2021-04-08,733
2021-04-09,2203
2021-04-10,7444
2021-04-11,4824
2021-04-12,999
2021-04-13,3025
2021-04-14,520
2021-04-15,428
2021-04-16,3203
2021-04-17,725
2021-04-18,1751
2021-04-19,324
2021-04-20,2423
2021-04-21,755
2021-04-22,45
2021-04-23,2454
2021-04-24,97
2021-04-25,3920
2021-04-26,935
2021-04-27,7180
2021-04-28,2288
2021-04-29,154
2021-04-30,2721
2021-05-01,1612
2021-05-02,6280
2021-05-03,1729
2021-05-04,5527
2021-05-05,4352
2021-05-06,56
2021-05-07,3165
2021-05-08,529
2021-05-09,1400
2021-05-10,6204
2021-05-11,5670
2021-05-12,183
2021-05-13,6030
2021-05-14,4334
2021-05-15,17066
2021-05-16,10654
2021-05-17,3799
2021-05-18,4029
2021-05-19,2975
2021-05-20,5043
2021-05-21,9895
2021-05-22,3833
2021-05-23,223
2021-05-24,5792
2021-05-25,16389
2021-05-26,6906
2021-05-27,3930
2021-05-28,7361
2021-05-29,4248
2021-05-30,4594
2021-05-31,5002
2021-06-01,2813
2021-06-02,5460
2021-06-03,5897
2021-06-04,7846
2021-06-05,13606
2021-06-06,11485
2021-06-07,4135
2021-06-08,4176
2021-06-09,6134
2021-06-10,14019
2021-06-11,2979
2021-06-12,13469
2021-06-13,9714
2021-06-14,3322
2021-06-15,6667
2021-06-16,5344
2021-06-17,946
2021-06-18,1422
2021-06-19,10136
2021-06-20,7049
2021-06-21,5230
2021-06-22,6148
2021-06-23,7367
2021-06-24,7262
2021-06-25,7151
2021-06-26,2674
2021-06-27,9639
2021-06-28,4841
2021-06-29,3024
2021-06-30,2787
2021-07-01,4825
2021-07-02,16055
2021-07-03,9598
2021-07-04,2614
2021-07-05,3516
2021-07-06,4588
2021-07-07,14351
2021-07-08,13298
2021-07-09,3764
2021-07-10,8560
2021-07-11,2113
2021-07-12,9872
2021-07-13,4114
2021-07-14,2547
2021-07-15,7336
2021-07-16,3950
2021-07-17,4865
2021-07-18,13707
2021-07-19,7231
2021-07-20,9183
2021-07-21,7371
2021-07-22,1307
2021-07-23,2886
2021-07-24,13192
2021-07-25,1780
2021-07-26,9430
2021-07-27,1170
2021-07-28,15079
2021-07-29,1541
2021-07-30,9637
2021-07-31,6469
2021-08-01,10504
2021-08-02,4321
2021-08-03,2140
2021-08-04,7587
2021-08-05,7814
2021-08-06,3936
2021-08-07,7272
2021-08-08,2549
2021-08-09,3099
2021-08-10,4081
2021-08-11,9731
2021-08-12,7493
2021-08-13,6702
2021-08-14,9683
2021-08-15,4579
2021-08-16,5534
2021-08-17,5344
2021-08-18,6349
2021-08-19,5079
2021-08-20,3668
2021-08-21,4465
2021-08-22,8485
2021-08-23,3705
2021-08-24,3104
2021-08-25,5572
2021-08-26,6092
2021-08-27,4341
2021-08-28,1341
2021-08-29,4231
2021-08-30,13386
2021-08-31,3096
2021-09-01,3855
2021-09-02,1018
2021-09-03,13452
2021-09-04,8082
2021-09-05,6884
2021-09-06,3124
2021-09-07,11066
2021-09-08,5746
2021-09-09,21142
2021-09-10,6313
2021-09-11,14951
2021-09-12,12496
2021-09-13,4187
2021-09-14,3025
2021-09-15,7124
2021-09-16,15623
2021-09-17,11862
2021-09-18,9341
2021-09-19,1078
2021-09-20,8092
2021-09-21,7681
2021-09-22,5555
2021-09-23,22440
2021-09-24,12768
2021-09-25,2596
2021-09-26,7579
2021-09-27,4027
2021-09-28,8836
2021-09-29,6122
2021-09-30,10999
2021-10-01,9621
2021-10-02,4842
2021-10-03,2345
2021-10-04,6155
2021-10-05,8825
2021-10-06,7151
2021-10-07,10343
2021-10-08,9392
2021-10-09,9817
2021-10-10,8886
2021-10-11,2806
2021-10-12,10097
2021-10-13,6772
2021-10-14,9495
2021-10-15,7225
2021-10-16,6960
2021-10-17,3060
2021-10-18,9232
2021-10-19,8669
2021-10-20,4559
2021-10-21,15623
2021-10-22,9818
2021-10-23,5374
2021-10-24,8393
2021-10-25,1440
2021-10-26,11670
2021-10-27,5286
2021-10-28,9496
2021-10-29,6791
2021-10-30,6206
2021-10-31,7116
2021-11-01,9894
2021-11-02,10572
2021-11-03,5551
2021-11-04,14956
2021-11-05,4577
2021-11-06,4275
2021-11-07,2380
2021-11-08,11910
2021-11-09,8849
2021-11-10,11616
2021-11-11,5149
2021-11-12,10276
2021-11-13,5695
2021-11-14,10842
2021-11-15,5407
2021-11-16,6603
2021-11-17,6495
2021-11-18,9095
2021-11-19,12283
2021-11-20,4108
2021-11-21,574
2021-11-22,3021
2021-11-23,14345
2021-11-24,4020
2021-11-25,4418
2021-11-26,1862
2021-11-27,931
2021-11-28,9061
2021-11-29,5510
2021-11-30,7439
2021-12-01,4975
2021-12-02,12457
2021-12-03,2372
2021-12-04,9429
2021-12-05,295
2021-12-06,4186
2021-12-07,4231
2021-12-08,4114
2021-12-09,7472
2021-12-10,186
2021-12-11,449
2021-12-12,256
2021-12-13,6297
2021-12-14,6389
2021-12-15,8171
2021-12-16,14391
2021-12-17,12940
2021-12-18,7925
2021-12-19,9196
2021-12-20,3898
2021-12-21,1993
2021-12-22,10574
2021-12-23,1943
2021-12-24,6089
2021-12-25,3729
2021-12-26,1402
2021-12-27,4253
2021-12-28,3756
2021-12-29,5112
2021-12-30,4149
2021-12-31,5552
2022-01-01,1088
2022-01-02,3718
2022-01-03,3168
2022-01-04,1734
2022-01-05,2379
2022-01-06,2289
2022-01-07,5479
2022-01-08,7600
2022-01-09,3002
2022-01-10,3149
2022-01-11,1354
2022-01-12,3494
2022-01-13,451
2022-01-14,11653
2022-01-15,1911
2022-01-16,1197
2022-01-17,2947
2022-01-18,10434
2022-01-19,8366
2022-01-20,10193
2022-01-21,4156
2022-01-22,3466
2022-01-23,5166
2022-01-24,9012
2022-01-25,834
2022-01-26,3247
2022-01-27,198
2022-01-28,5129
2022-01-29,8800
2022-01-30,710
2022-01-31,2160
2022-02-01,3492
2022-02-02,4223
2022-02-03,10503
2022-02-04,3543
2022-02-05,5297
2022-02-06,2968
2022-02-07,4879
2022-02-08,9916
2022-02-09,6072
2022-02-10,9271
2022-02-11,5924
2022-02-12,2591
2022-02-13,3298
2022-02-14,4429
2022-02-15,5727
2022-02-16,3144
2022-02-17,9752
2022-02-18,5389
2022-02-19,6864
2022-02-20,7206
2022-02-21,1256
2022-02-22,872
2022-02-23,4426
2022-02-24,6971
2022-02-25,4364
2022-02-26,268
2022-02-27,9045
2022-02-28,4508
2022-03-01,4722
2022-03-02,4788
2022-03-03,3937
2022-03-04,460
2022-03-05,185
2022-03-06,243
2022-03-07,2440
2022-03-08,4515
2022-03-09,8416
2022-03-10,9998
2022-03-11,2640
2022-03-12,1722
2022-03-13,871
2022-03-14,2047
2022-03-15,3080
2022-03-16,4717
2022-03-17,4437
2022-03-18,521
2022-03-19,413
2022-03-20,362
2022-03-21,1682
2022-03-22,4455
2022-03-23,9949
2022-03-24,6343
2022-03-25,10965
2022-03-26,6862
2022-03-27,6872
2022-03-28,11236
2022-03-29,5671
2022-03-30,10084
2022-03-31,7410
2022-04-01,5428
2022-04-02,5463
2022-04-03,3854
2022-04-04,5955
2022-04-05,5456
2022-04-06,7213
2022-04-07,6412
2022-04-08,2495
2022-04-09,1293
2022-04-10,8405
2022-04-11,8549
2022-04-12,4821
2022-04-13,10138
2022-04-14,9284
2022-04-15,9084
2022-04-16,3186
2022-04-17,9540
2022-04-18,8941
2022-04-19,3454
2022-04-20,9366
2022-04-21,4178
2022-04-22,1629
2022-04-23,2235
2022-04-24,4043
2022-04-25,4197
2022-04-26,12430
2022-04-27,9339
2022-04-28,20705
2022-04-29,4989
2022-04-30,9888
2022-05-01,4459
2022-05-02,5292
2022-05-03,4859
2022-05-04,6401
2022-05-05,362
2022-05-06,5454
2022-05-07,449
2022-05-08,4564
2022-05-09,7686
2022-05-10,5305
2022-05-11,4370
2022-05-12,2824
2022-05-13,1855
2022-05-14,2251
2022-05-15,9325
2022-05-16,5291
2022-05-17,3043
2022-05-18,1094
2022-05-19,5036
2022-05-20,4532
2022-05-21,2447
2022-05-22,8679
2022-05-23,9754
2022-05-24,2245
2022-05-25,3822
2022-05-26,7294
2022-05-27,2468
2022-05-28,8096
2022-05-29,3306
2022-05-30,2057
2022-05-31,4042
2022-06-01,1480
2022-06-02,4038
2022-06-03,6461
2022-06-04,4665
2022-06-05,4576
2022-06-06,623
2022-06-07,2521
2022-06-08,622
2022-06-09,3784
2022-06-10,1100
2022-06-11,457
2022-06-12,1753
2022-06-13,5742
2022-06-14,4694
2022-06-15,3913
2022-06-16,8665
2022-06-17,3922
2022-06-18,3790
2022-06-19,8828
2022-06-20,3049
2022-06-21,2915
2022-06-22,2589
2022-06-23,5866
2022-06-24,3083
2022-06-25,5163
2022-06-26,2797
2022-06-27,2507
2022-06-28,3519
2022-06-29,6112
2022-06-30,6782
2022-07-01,3796
2022-07-02,15985
2022-07-03,8087
2022-07-04,15731
2022-07-05,21299
2022-07-06,22233
2022-07-07,5218
2022-07-08,13544
2022-07-09,6648
2022-07-10,4059
2022-07-11,5067
2022-07-12,2871
2022-07-13,3060
2022-07-14,2666
2022-07-15,2133
2022-07-16,5193
2022-07-17,420
2022-07-18,9373
2022-07-19,15666
2022-07-20,5481
2022-07-21,4649
2022-07-22,4863
2022-07-23,7255
2022-07-24,2289
2022-07-25,5025
2022-07-26,3651
2022-07-27,4222
2022-07-28,1658
2022-07-29,7295
2022-07-30,2607
2022-07-31,3833
2022-08-01,2653
2022-08-02,8741
2022-08-03,4025
2022-08-04,3862
2022-08-05,6528
2022-08-06,23503
2022-08-07,14891
2022-08-08,1498
2022-08-09,6342
2022-08-10,4950
2022-08-11,2805
2022-08-12,3189
2022-08-13,2919
2022-08-14,1949
2022-08-15,3018
2022-08-16,6049
2022-08-17,5629
2022-08-18,4307
2022-08-19,6306
2022-08-20,5571
2022-08-21,5367
2022-08-22,2582
2022-08-23,5220
2022-08-24,6474
2022-08-25,3025
2022-08-26,5014
2022-08-27,7318
2022-08-28,4347
2022-08-29,2025
2022-08-30,5385
2022-08-31,10808
2022-09-01,2487
2022-09-02,2616
2022-09-03,1417
2022-09-04,5518
2022-09-05,8429
2022-09-06,4657
2022-09-07,3944
2022-09-08,696
2022-09-09,8184
2022-09-10,21130
2022-09-11,23284
2022-09-12,10068
2022-09-13,1922
2022-09-14,6355
2022-09-15,4357
2022-09-16,4336
2022-09-17,2682
2022-09-18,10126
2022-09-19,1659
2022-09-20,4260
2022-09-21,9533
2022-09-22,13515
2022-09-23,6970
2022-09-24,2900
2022-09-25,4524
2022-09-26,10939
2022-09-27,4502
2022-09-28,5746
2022-09-29,7259
2022-09-30,4253
2022-10-01,3623
2022-10-02,480
2022-10-03,5959
2022-10-04,4547
2022-10-05,7533
2022-10-06,5062
2022-10-07,4662
2022-10-08,5250
2022-10-09,2897
2022-10-10,11617
2022-10-11,4057
2022-10-12,6284
2022-10-13,5005
2022-10-14,3740
2022-10-15,452
2022-10-16,4750
2022-10-17,11842
2022-10-18,4712
2022-10-19,4086
2022-10-20,7769
2022-10-21,7623
2022-10-22,2564
2022-10-23,2436
2022-10-24,13107
2022-10-25,3270
2022-10-26,5729
2022-10-27,9225
2022-10-28,6790
2022-10-29,6738
2022-10-30,2927
2022-10-31,7480
2022-11-01,7457
2022-11-02,3807
2022-11-03,8072
2022-11-04,1512
2022-11-05,2387
2022-11-06,1474
2022-11-07,2831
2022-11-08,7316
2022-11-09,813
2022-11-10,4286
2022-11-11,2774
2022-11-12,2126
2022-11-13,6678
2022-11-14,29965
2022-11-15,16884
2022-11-16,1935
2022-11-17,18305
2022-11-18,15998
2022-11-19,1006
2022-11-20,1310
2022-11-21,3361
2022-11-22,3303
2022-11-23,2694
2022-11-24,5106
2022-11-25,1521
2022-11-26,7214
2022-11-27,8834
2022-11-28,1624
2022-11-29,2356
2022-11-30,1768
2022-12-01,3468
2022-12-02,2535
2022-12-03,2199
2022-12-04,5408
2022-12-05,6404
2022-12-06,2716
2022-12-07,6870
2022-12-08,6230
2022-12-09,7492
2022-12-10,11340
2022-12-11,6161
2022-12-12,24503
2022-12-13,9679
2022-12-14,15341
2022-12-15,5577
2022-12-16,5830
2022-12-17,6234
2022-12-18,5585
2022-12-19,8857
2022-12-20,1902
2022-12-21,1368
2022-12-22,1851
2022-12-23,1595
2022-12-24,2140
2022-12-25,4871
2022-12-26,963
2022-12-27,6298
2022-12-28,6495
2022-12-29,8490
2022-12-30,2685
2022-12-31,11620
2023-01-01,6097
2023-01-02,10069
2023-01-03,5064
2023-01-04,4720
2023-01-05,1005
2023-01-06,3814
2023-01-07,7991
2023-01-08,1057
2023-01-09,3542
2023-01-10,2531
2023-01-11,14224
2023-01-12,8859
2023-01-13,5826
2023-01-14,2778
2023-01-15,1339
2023-01-16,10767
2023-01-17,12692
2023-01-18,5868
2023-01-19,5863
2023-01-20,3635
2023-01-21,2264
2023-01-22,14786
2023-01-23,6847
2023-01-24,2405
2023-01-25,6618
2023-01-26,3784
2023-01-27,7515
2023-01-28,4602
2023-01-29,7451
2023-01-30,6080
2023-01-31,4423
2023-02-01,4435
2023-02-02,8620
2023-02-03,5053
2023-02-04,4981
2023-02-05,12106
2023-02-06,8442
2023-02-07,6854
2023-02-08,4788
2023-02-09,5419
2023-02-10,6314
2023-02-11,2171
2023-02-12,3795
2023-02-13,4604
2023-02-14,6160
2023-02-15,4898
2023-02-16,2280
2023-02-17,3325
2023-02-18,13619
2023-02-19,12195
2023-02-20,390
2023-02-21,3466
2023-02-22,6895
2023-02-23,4664
2023-02-24,3467
2023-02-25,1995
2023-02-26,5395
2023-02-27,6247
2023-02-28,1995
2023-03-01,7238
2023-03-02,6462
2023-03-03,6823
2023-03-04,3376
2023-03-05,4216
2023-03-06,12942
2023-03-07,940
2023-03-08,5767
2023-03-09,2672
2023-03-10,3575
2023-03-11,1694
2023-03-12,9636
2023-03-13,5731
2023-03-14,913
2023-03-15,4419
2023-03-16,7315
2023-03-17,1083
2023-03-18,15961
2023-03-19,5822
2023-03-20,8373
2023-03-21,14123
2023-03-22,13125
2023-03-23,18051
2023-03-24,15800
2023-03-25,13865
2023-03-26,11311
2023-03-27,5432
2023-03-28,7894
2023-03-29,1690
2023-03-30,4044
2023-03-31,3148
2023-04-01,9286
2023-04-02,4946
2023-04-03,5029
2023-04-04,5940
2023-04-05,3856
2023-04-06,7935
2023-04-07,3850
2023-04-08,3024
2023-04-09,11418
2023-04-10,4090
2023-04-11,5222
2023-04-12,5511
2023-04-13,3459
2023-04-14,2421
2023-04-15,2957
2023-04-16,12236
2023-04-17,1771
2023-04-18,5727
2023-04-19,5945
2023-04-20,6980
2023-04-21,5152
2023-04-22,1695
2023-04-23,9554
2023-04-24,1432
2023-04-25,3793
2023-04-26,5732
2023-04-27,10082
2023-04-28,1247
2023-04-29,4287
2023-04-30,8984
2023-05-01,5461
2023-05-02,5442
2023-05-03,6130
2023-05-04,7343
2023-05-05,1391
2023-05-06,668
2023-05-07,5021
2023-05-08,4677
2023-05-09,4070
2023-05-10,4014
2023-05-11,6487
2023-05-12,2190
2023-05-13,6537
2023-05-14,1351
2023-05-15,3875
2023-05-16,4890
2023-05-17,6140
2023-05-18,5928
2023-05-19,5569
2023-05-20,9810
2023-05-21,4676
2023-05-22,2882
2023-05-23,2920
2023-05-24,6597
2023-05-25,12829
2023-05-26,3925
2023-05-27,4772
2023-05-28,4647
2023-05-29,1877
2023-05-30,8277
2023-05-31,5970
2023-06-01,11097
2023-06-02,5063
2023-06-03,13120
2023-06-04,11932
2023-06-05,5015
2023-06-06,2558
2023-06-07,8097
2023-06-08,5720
2023-06-09,9331
2023-06-10,3038
2023-06-11,7062
2023-06-12,698
2023-06-13,654
2023-06-14,2216
2023-06-15,3721
2023-06-16,7175
2023-06-17,4436
2023-06-18,3628
2023-06-19,2122
2023-06-20,2022
2023-06-21,3690
2023-06-22,2363
2023-06-23,2756
2023-06-24,5807
2023-06-25,9638
2023-06-26,8819
2023-06-27,1119
2023-06-28,11035
2023-06-29,10117
2023-06-30,17471
2023-07-01,21286
2023-07-02,23440
2023-07-03,11573
2023-07-04,21126
2023-07-05,16588
2023-07-06,26431
2023-07-07,12043
2023-07-08,11967
2023-07-09,11217
2023-07-10,8797
2023-07-11,11259
2023-07-12,4840
2023-07-13,5512
2023-07-14,7342
2023-07-15,5235
2023-07-16,3537
2023-07-17,5405
2023-07-18,3699
2023-07-19,6567
2023-07-20,5419
2023-07-21,2298
2023-07-22,5611
2023-07-23,5036
2023-07-24,10310
2023-07-25,5169
2023-07-26,5054
2023-07-27,2568
2023-07-28,5283
2023-07-29,3904
2023-07-30,5598
2023-07-31,6750
2023-08-01,3403
2023-08-02,5557
2023-08-03,3949
2023-08-04,3472
2023-08-05,4352
2023-08-06,7403
2023-08-07,2418
2023-08-08,2859
2023-08-09,8001
2023-08-10,2706
2023-08-11,7104
2023-08-12,4124
2023-08-13,7871
2023-08-14,2342
2023-08-15,5110
2023-08-16,4454
2023-08-17,5683
2023-08-18,3190
2023-08-19,11365
2023-08-20,5582
2023-08-21,7008
2023-08-22,1849
2023-08-23,3256
2023-08-24,4740
2023-08-25,3847
2023-08-26,8620
2023-08-27,1541
2023-08-28,2530
2023-08-29,3756
2023-08-30,9462
2023-08-31,5057
2023-09-01,1448
2023-09-02,1198
2023-09-03,35650
2023-09-04,1364
2023-09-05,8049
2023-09-06,4261
2023-09-07,4216
2023-09-08,2955
2023-09-09,3239
2023-09-10,3493
2023-09-11,9076
2023-09-12,2564
2023-09-13,2198
2023-09-14,6117
2023-09-15,6534
2023-09-16,4736
2023-09-17,6845
2023-09-18,1918
2023-09-19,5107
2023-09-20,2129
2023-09-21,2941
2023-09-22,3081
2023-09-23,1374
2023-09-24,6578
2023-09-25,4065
2023-09-26,7791
2023-09-27,3595
2023-09-28,3957
2023-09-29,8301
2023-09-30,7791
2023-10-01,9597
2023-10-02,8737
2023-10-03,5560
2023-10-04,1996
2023-10-05,6941
2023-10-06,5863
2023-10-07,5248
2023-10-08,3808
2023-10-09,7948
2023-10-10,4603
2023-10-11,1188
2023-10-12,7362
2023-10-13,4975
2023-10-14,3802
2023-10-15,2975
2023-10-16,5534
2023-10-17,5417
2023-10-18,1038
2023-10-19,5159
2023-10-20,2689
2023-10-21,6537
2023-10-22,2909
2023-10-23,6754
2023-10-24,13614
2023-10-25,4950
2023-10-26,6539
2023-10-27,3774
2023-10-28,7086
2023-10-29,5084
2023-10-30,2712
2023-10-31,9032
2023-11-01,9673
2023-11-02,6769
2023-11-03,3793
2023-11-04,8020
2023-11-05,3855
2023-11-06,7323
2023-11-07,4623
2023-11-08,6698
2023-11-09,4549
2023-11-10,8345
2023-11-11,11081
2023-11-12,1516
2023-11-13,2244
2023-11-14,4923
2023-11-15,3297
2023-11-16,8643
2023-11-17,3953
2023-11-18,7350
2023-11-19,3091
2023-11-20,11484
2023-11-21,8652
2023-11-22,3498
2023-11-23,4274
2023-11-24,6190
2023-11-25,2719
2023-11-26,3600
2023-11-27,4214
2023-11-28,4181
2023-11-29,5312
2023-11-30,2028
2023-12-01,3974
2023-12-02,6307
2023-12-03,5171
2023-12-04,4780
2023-12-05,3479
2023-12-06,2722
2023-12-07,4041
2023-12-08,5206
2023-12-09,6485
2023-12-10,2880
2023-12-11,8320
2023-12-12,5157
2023-12-13,7554
2023-12-14,6039
2023-12-15,6221
2023-12-16,5128
2023-12-17,8317
2023-12-18,2698
2023-12-19,2461
2023-12-20,2880
2023-12-21,3405
2023-12-22,7286
2023-12-23,4046
2023-12-24,3246
2023-12-25,13065
2023-12-26,3203
2023-12-27,3313
2023-12-28,5182
2023-12-29,3192
2023-12-30,5540
2023-12-31,2602
2024-01-01,6036
2024-01-02,1505
2024-01-03,6203
2024-01-04,2693
2024-01-05,4834
2024-01-06,891
2024-01-07,2036
2024-01-08,1588
2024-01-09,4625
2024-01-10,2758
2024-01-11,2493
2024-01-12,6844
2024-01-13,8232
2024-01-14,6715
2024-01-15,16296
2024-01-16,4014
2024-01-17,5583
2024-01-18,3735
2024-01-19,9493
2024-01-20,6143
2024-01-21,2833
2024-01-22,14156
2024-01-23,2642
2024-01-24,8298
2024-01-25,3905
2024-01-26,5574
2024-01-27,8902
2024-01-28,7120
2024-01-29,3838
2024-01-30,1982
2024-01-31,6351
2024-02-01,4020
2024-02-02,6207
2024-02-03,3353
2024-02-04,4352
2024-02-05,5190
2024-02-06,1261
2024-02-07,5649
2024-02-08,1286
2024-02-09,6702
2024-02-10,6988
2024-02-11,8472
2024-02-12,1706
2024-02-13,14095
2024-02-14,7306
2024-02-15,8472
2024-02-16,2026
2024-02-17,5120
2024-02-18,7801
2024-02-19,1374
2024-02-20,5393
2024-02-21,6202
2024-02-22,7002
2024-02-23,4684
2024-02-24,1688
2024-02-25,20206
2024-02-26,2412
2024-02-27,4552
2024-02-28,7774
2024-02-29,4608
2024-03-01,7383
2024-03-02,3818
2024-03-03,8588
2024-03-04,5383
2024-03-05,2165
2024-03-06,6673
2024-03-07,2649
2024-03-08,7524
2024-03-09,9865
2024-03-10,2857
2024-03-11,9508
2024-03-12,1389
2024-03-13,2722
2024-03-14,2289
2024-03-15,4968
2024-03-16,1833
2024-03-17,3419
2024-03-18,2238
2024-03-19,8765
2024-03-20,8369
2024-03-21,5625
2024-03-22,6099
2024-03-23,7477
2024-03-24,834
2024-03-25,2327
2024-03-26,8458
2024-03-27,7601
2024-03-28,2559
2024-03-29,6484
2024-03-30,2508
2024-03-31,4908
2024-04-01,9925
2024-04-02,2430
2024-04-03,10768
2024-04-04,7178
2024-04-05,7021
2024-04-06,4539
2024-04-07,5391
2024-04-08,6862
2024-04-09,1972
2024-04-10,8812
2024-04-11,6002
2024-04-12,4912
2024-04-13,2203
2024-04-14,3934
2024-04-15,5265
2024-04-16,3436
2024-04-17,5232
2024-04-18,3541
2024-04-19,10029
2024-04-20,1896
2024-04-21,20872
2024-04-22,5896
2024-04-23,3799
2024-04-24,4911
2024-04-25,2619
2024-04-26,8641
2024-04-27,7088
2024-04-28,5353
2024-04-29,6832
2024-04-30,4441
2024-05-01,1103
2024-05-02,410
2024-05-03,6874
2024-05-04,5297
2024-05-05,1613
2024-05-06,4199
2024-05-07,2844
2024-05-08,2703
2024-05-09,4990
2024-05-10,3698
2024-05-11,7785
2024-05-12,2733
2024-05-13,5603
2024-05-14,1973
2024-05-15,5197
2024-05-16,2492
2024-05-17,6220
2024-05-18,4786
2024-05-19,2724
2024-05-20,7605
2024-05-21,766
2024-05-22,3622
2024-05-23,1655
2024-05-24,7133
2024-05-25,4712
2024-05-26,6645
2024-05-27,426
2024-05-28,3723
2024-05-29,2921
2024-05-30,2978
2024-05-31,14337
2024-06-01,9660
2024-06-02,1801
2024-06-03,7563
2024-06-04,3673
2024-06-05,5844
2024-06-06,6155
2024-06-07,11807
2024-06-08,12186
2024-06-09,5546
2024-06-10,5589
2024-06-11,8361
2024-06-12,2852
